Zeitstempel,data_NO2,data_O3,data_pm10,data_pm25,data_sht_temp,RLF,p-Luft,Nsch,WIR,WIV
2024-11-18 18:51:00,32.828,33.584,5.608,2.599,6.369,97.5,994.75,0.01,34.762,0.833
2024-11-18 18:52:00,33.752,31.057,5.742,2.657,6.375,97.52,994.8,0.02,56.538,0.733
2024-11-18 18:53:00,38.437,24.706,5.566,2.709,6.388,97.535,994.75,0.025,62.413,0.65
2024-11-18 18:54:00,39.17,27.632,5.121,2.753,6.4,97.55,994.7,0.02,47.511,0.833
2024-11-18 18:55:00,39.871,25.803,4.322,2.766,6.41,97.565,994.7,0.03,76.517,0.733
2024-11-18 18:56:00,41.625,25.604,3.709,2.787,6.419,97.58,994.7,0.03,86.509,0.35
2024-11-18 18:57:00,33.625,31.722,3.533,2.813,6.434,97.6,994.7,0.03,52.919,1.017
2024-11-18 18:58:00,28.812,35.147,3.428,2.813,6.449,97.62,994.7,0.03,56.811,0.95
2024-11-18 18:59:00,23.425,38.938,3.274,2.776,6.463,97.625,994.7,0.035,73.644,1.383
2024-11-18 19:00:00,25.274,35.446,3.138,2.735,6.477,97.63,994.7,0.025,37.917,1.233
2024-11-18 19:01:00,25.115,34.648,2.988,2.698,6.483,97.625,994.7,0.03,61.741,1.517
2024-11-18 19:02:00,22.82,41.265,2.901,2.673,6.489,97.62,994.7,0.025,63.561,1.65
2024-11-18 19:03:00,19.314,46.253,2.881,2.651,6.49,97.615,994.7,0.045,63.315,1.133
2024-11-18 19:04:00,19.92,41.731,2.946,2.629,6.491,97.61,994.7,0.04,78.297,1.033
2024-11-18 19:05:00,26.613,33.418,3.195,2.621,6.489,97.595,994.7,0.04,69.851,1.25
2024-11-18 19:06:00,29.258,35.712,3.563,2.632,6.487,97.58,994.7,0.035,65.831,1.117
2024-11-18 19:07:00,26.963,37.475,3.704,2.625,6.481,97.56,994.7,0.025,54.17,0.983
2024-11-18 19:08:00,25.975,34.814,3.673,2.603,6.474,97.54,994.7,0.025,62.492,0.95
2024-11-18 19:09:00,24.892,43.227,3.649,2.595,6.476,97.53,994.7,0.02,45.17,0.867
2024-11-18 19:10:00,18.741,46.685,3.388,2.551,6.477,97.52,994.7,0.015,39.067,0.9
2024-11-18 19:11:00,19.92,40.767,2.988,2.481,6.487,97.52,994.65,0.015,42.75,0.733
2024-11-18 19:12:00,22.82,35.313,2.824,2.422,6.496,97.52,994.6,0.01,32.605,0.683
2024-11-18 19:13:00,28.175,30.924,3.218,2.41,6.502,97.52,994.6,0.02,66.15,0.7
2024-11-18 19:14:00,31.872,29.195,4.076,2.473,6.508,97.52,994.6,0.02,71.716,0.85
2024-11-18 19:15:00,30.437,31.689,4.696,2.556,6.518,97.535,994.6,0.015,77.333,0.833
2024-11-18 19:16:00,29.258,29.095,4.846,2.604,6.528,97.55,994.6,0.02,35.224,0.367
2024-11-18 19:17:00,28.812,32.62,4.83,2.626,6.537,97.565,994.6,0.02,108,0.05
2024-11-18 19:18:00,24.478,37.84,4.509,2.608,6.545,97.58,994.6,0.02,114.768,1.083
2024-11-18 19:19:00,22.247,38.871,3.697,2.524,6.546,97.595,994.6,0.015,91.57,0.667
2024-11-18 19:20:00,21.481,36.211,3.137,2.457,6.546,97.61,994.6,0.025,95.324,1.617
2024-11-18 19:21:00,21.227,40.334,3.112,2.439,6.541,97.62,994.6,0.025,90.299,1.2
2024-11-18 19:22:00,21.96,41.465,3.171,2.438,6.536,97.63,994.6,0.03,83.732,0.55
2024-11-18 19:23:00,22.756,38.705,3.336,2.459,6.53,97.635,994.6,0.025,71.808,0.433
2024-11-18 19:24:00,23.298,38.838,3.519,2.502,6.523,97.64,994.6,0.03,97.556,0.783
2024-11-18 19:25:00,23.808,37.774,3.466,2.498,6.516,97.635,994.6,0.02,78.717,0.9
2024-11-18 19:26:00,25.274,35.147,3.334,2.475,6.509,97.63,994.6,0.015,85.203,1.05
2024-11-18 19:27:00,23.84,36.81,3.271,2.465,6.5,97.62,994.6,0.015,112.242,1.133
2024-11-18 19:28:00,21.96,38.206,3.351,2.464,6.491,97.61,994.6,0.015,102.116,0.467
2024-11-18 19:29:00,22.916,38.139,3.449,2.446,6.483,97.6,994.55,0.025,85.38,0.933
2024-11-18 19:30:00,23.522,37.375,3.571,2.446,6.474,97.59,994.5,0.03,96.424,0.85
2024-11-18 19:31:00,21.96,39.57,3.963,2.492,6.47,97.58,994.5,0.03,89.563,1.083
2024-11-18 19:32:00,20.844,40.5,4.271,2.512,6.466,97.57,994.5,0.03,85.281,0.9
2024-11-18 19:33:00,18.071,44.191,3.992,2.477,6.466,97.57,994.5,0.035,99.921,0.95
2024-11-18 19:34:00,17.689,44.391,3.658,2.46,6.466,97.57,994.5,0.025,115.8,0.717
2024-11-18 19:35:00,18.326,44.956,3.522,2.459,6.465,97.565,994.5,0.02,108.944,0.65
2024-11-18 19:36:00,18.836,44.657,3.207,2.427,6.464,97.56,994.5,0.02,96.024,0.683
2024-11-18 19:37:00,18.199,43.759,2.926,2.436,6.464,97.56,994.5,0.015,92.042,0.95
2024-11-18 19:38:00,16.86,43.859,2.968,2.516,6.464,97.56,994.5,0.02,111.187,0.833
2024-11-18 19:39:00,19.314,42.695,3.075,2.629,6.467,97.565,994.5,0.02,87.416,0.6
2024-11-18 19:40:00,19.824,40.301,3.255,2.765,6.469,97.57,994.5,0.02,91.564,1.317
2024-11-18 19:41:00,18.645,41.864,3.438,2.903,6.478,97.57,994.5,0.02,115.773,0.983
2024-11-18 19:42:00,17.402,42.961,3.52,3.004,6.486,97.57,994.5,0.02,119.066,0.733
2024-11-18 19:43:00,17.338,42.562,3.545,3.061,6.492,97.565,994.5,0.02,105.465,0.733
2024-11-18 19:44:00,17.529,41.465,3.494,3.062,6.498,97.56,994.5,0.025,82.717,0.317
2024-11-18 19:45:00,18.454,41.066,3.343,3.047,6.506,97.55,994.5,0.02,94.813,1.1
2024-11-18 19:46:00,20.334,39.17,3.197,3.058,6.514,97.54,994.5,0.015,97.286,0.7
2024-11-18 19:47:00,20.111,38.705,3.161,3.082,6.524,97.535,994.45,0.01,81.634,1.167
2024-11-18 19:48:00,19.984,38.406,3.342,3.161,6.533,97.53,994.4,0.01,78.772,0.683
2024-11-18 19:49:00,20.143,36.843,3.663,3.287,6.538,97.52,994.4,0.01,87.18,0.45
2024-11-18 19:50:00,21.641,35.446,4.045,3.418,6.543,97.51,994.4,0.01,92.955,0.333
2024-11-18 19:51:00,21.354,36.676,4.553,3.566,6.544,97.505,994.4,0.005,108.942,0.9
2024-11-18 19:52:00,20.908,37.308,4.953,3.705,6.545,97.5,994.4,0.015,99.216,0.783
2024-11-18 19:53:00,22.533,34.149,4.996,3.761,6.548,97.51,994.4,0.015,110.498,0.283
2024-11-18 19:54:00,24.637,31.622,4.836,3.761,6.55,97.52,994.4,0.015,95.178,0.55
2024-11-18 19:55:00,26.772,29.794,4.62,3.765,6.558,97.535,994.4,0.015,125.725,0.5
2024-11-18 19:56:00,26.676,28.297,4.466,3.779,6.565,97.55,994.4,0.015,108.221,0.667
2024-11-18 19:57:00,24.796,31.722,4.533,3.815,6.574,97.565,994.35,0.015,87.111,0.817
2024-11-18 19:58:00,20.557,35.978,4.774,3.895,6.582,97.58,994.3,0.02,113.744,0.367
2024-11-18 19:59:00,20.971,33.651,4.962,3.975,6.591,97.595,994.35,0.025,113.269,0.483
2024-11-18 20:00:00,23.33,30.858,5.159,4.042,6.6,97.61,994.4,0.02,115.839,0.533
2024-11-18 20:01:00,24.382,31.423,5.328,4.162,6.609,97.625,994.35,0.015,119.953,0.617
2024-11-18 20:02:00,26.23,28.43,5.379,4.317,6.617,97.64,994.3,0.015,108.664,0.55
2024-11-18 20:03:00,28.174,26.236,5.466,4.458,6.626,97.65,994.3,0.015,105.083,0.533
2024-11-18 20:04:00,29.8,23.775,5.72,4.63,6.634,97.66,994.3,0.02,100.5,0.533
2024-11-18 20:05:00,31.617,23.143,5.925,4.811,6.635,97.665,994.3,0.02,99.786,0.417
2024-11-18 20:06:00,30.788,23.842,6.363,4.934,6.635,97.67,994.3,0.025,85.41,0.483
2024-11-18 20:07:00,33.083,18.953,6.851,4.979,6.635,97.675,994.3,0.025,72.5,0.1
2024-11-18 20:08:00,32.063,18.521,6.896,4.974,6.635,97.68,994.3,0.02,79,0.05
2024-11-18 20:09:00,28.685,23.243,6.861,5.027,6.635,97.695,994.25,0.025,82.568,0.117
2024-11-18 20:10:00,26.422,26.136,6.985,5.19,6.635,97.71,994.2,0.02,68.151,0.3
2024-11-18 20:11:00,25.37,23.775,6.767,5.331,6.638,97.725,994.2,0.025,63.986,0.333
2024-11-18 20:12:00,26.645,24.506,6.17,5.359,6.64,97.74,994.2,0.025,89.857,0.333
2024-11-18 20:13:00,26.23,29.261,6.027,5.468,6.65,97.755,994.2,0.025,70.791,0.5
2024-11-18 20:14:00,27.123,22.112,6.192,5.613,6.659,97.77,994.2,0.03,67.478,0.483
2024-11-18 20:15:00,28.27,23.077,6.216,5.613,6.668,97.795,994.15,0.035,81.347,0.433
2024-11-18 20:16:00,27.664,23.708,6.122,5.495,6.676,97.82,994.1,0.03,84.076,0.217
2024-11-18 20:17:00,33.529,16.725,6.075,5.415,6.684,97.845,994.1,0.035,95.759,0.3
2024-11-18 20:18:00,34.931,14.498,5.944,5.32,6.692,97.87,994.1,0.035,90,0.05
2024-11-18 20:19:00,31.617,15.03,5.673,5.129,6.702,97.89,994.1,0.025,90,0
2024-11-18 20:20:00,32.318,13.334,5.451,4.937,6.712,97.91,994.1,0.025,68.675,0.15
2024-11-18 20:21:00,34.134,14.365,5.748,4.917,6.718,97.925,994.1,0.025,52.988,0.483
2024-11-18 20:22:00,35.25,15.362,6.115,4.997,6.724,97.94,994.1,0.03,48.565,0.4
2024-11-18 20:23:00,36.493,13.7,6.4,5.1,6.724,97.955,994.1,0.025,50.263,0.45
2024-11-18 20:24:00,34.804,16.459,6.591,5.181,6.724,97.97,994.1,0.025,57.928,0.433
2024-11-18 20:25:00,33.21,14.298,6.897,5.269,6.724,97.985,994.1,0.025,64.21,0.467
2024-11-18 20:26:00,33.975,17.989,6.988,5.299,6.724,98,994.1,0.035,81.572,0.35
2024-11-18 20:27:00,35.441,12.569,6.876,5.266,6.724,98.01,994.1,0.03,78.097,0.217
2024-11-18 20:28:00,43.824,6.251,6.654,5.203,6.724,98.02,994.1,0.035,103.165,0.117
2024-11-18 20:29:00,50.421,5.42,6.672,5.198,6.726,98.035,994.1,0.045,65.583,0.167
2024-11-18 20:30:00,48.477,4.988,6.755,5.234,6.728,98.05,994.1,0.045,67.585,0.283
2024-11-18 20:31:00,45.417,4.788,6.4,5.245,6.733,98.065,994.1,0.03,65,0.05
2024-11-18 20:32:00,45.417,6.185,6.113,5.264,6.738,98.08,994.1,0.035,94.722,0.267
2024-11-18 20:33:00,41.273,12.237,6.257,5.305,6.746,98.1,994.1,0.035,89.813,0.35
2024-11-18 20:34:00,34.135,18.022,6.939,5.35,6.754,98.12,994.1,0.04,99.369,0.25
2024-11-18 20:35:00,31.776,17.723,7.53,5.331,6.763,98.135,994.05,0.04,60,0.05
2024-11-18 20:36:00,33.338,17.923,7.76,5.317,6.771,98.15,994,0.035,34.865,0.233
2024-11-18 20:37:00,34.166,12.336,7.953,5.365,6.78,98.17,994,0.035,38.935,0.25
2024-11-18 20:38:00,33.815,12.569,7.831,5.373,6.788,98.19,994,0.035,46.38,0.45
2024-11-18 20:39:00,32.7,17.79,7.205,5.334,6.793,98.2,994,0.03,50.87,0.367
2024-11-18 20:40:00,29.8,20.018,6.605,5.346,6.798,98.21,994,0.035,79.796,0.333
2024-11-18 20:41:00,30.82,18.388,6.293,5.365,6.802,98.22,994,0.035,69.5,0.1
2024-11-18 20:42:00,31.393,16.526,6.065,5.319,6.806,98.23,994,0.025,60,0
2024-11-18 20:43:00,30.597,15.529,5.922,5.266,6.806,98.24,994,0.03,60,0
2024-11-18 20:44:00,30.629,13.866,5.846,5.25,6.806,98.25,994,0.025,60,0
2024-11-18 20:45:00,31.043,14.597,5.784,5.232,6.806,98.26,994,0.03,60,0
2024-11-18 20:46:00,32.254,14.531,5.848,5.223,6.806,98.27,994,0.025,60,0
2024-11-18 20:47:00,34.007,13.567,5.891,5.211,6.808,98.277,994,0.025,60,0
2024-11-18 20:48:00,34.804,11.372,5.871,5.19,6.812,98.29,994,0.025,60.47,0.167
2024-11-18 20:49:00,36.397,9.809,5.822,5.161,6.816,98.3,994,0.02,54.412,0.383
2024-11-18 20:50:00,37.704,10.94,5.845,5.176,6.825,98.32,994,0.02,29.158,0.417
2024-11-18 20:51:00,36.748,13.434,5.838,5.217,6.826,98.323,994,0.02,35.993,0.333
2024-11-18 20:52:00,34.899,15.263,6.348,5.32,6.827,98.33,994,0.025,61.216,0.25
2024-11-18 20:53:00,33.848,14.132,7.147,5.479,6.827,98.33,994,0.025,65,0.05
2024-11-18 20:54:00,34.198,13.8,7.57,5.589,6.827,98.33,994,0.03,56.701,0.217
2024-11-18 20:55:00,32.605,16.027,7.748,5.64,6.831,98.333,994,0.025,59.645,0.367
2024-11-18 20:56:00,29.545,19.585,7.795,5.648,6.84,98.34,994,0.025,43.666,0.4
2024-11-18 20:57:00,26.454,22.112,7.415,5.605,6.839,98.343,994,0.025,31.395,0.3
2024-11-18 20:58:00,24.318,22.345,6.69,5.504,6.837,98.35,994,0.03,29.99,0.4
2024-11-18 20:59:00,25.115,18.787,6.158,5.398,6.835,98.35,994,0.025,22.408,0.367
2024-11-18 21:00:00,26.103,17.956,5.815,5.319,6.832,98.35,994,0.03,34.868,0.233
2024-11-18 21:01:00,24.987,21.68,5.677,5.307,6.837,98.36,993.967,0.025,127.633,0.417
2024-11-18 21:02:00,26.071,23.908,5.662,5.324,6.848,98.38,993.9,0.03,53,0.15
2024-11-18 21:03:00,27.888,22.279,5.976,5.377,6.854,98.39,993.9,0.03,45,0.05
2024-11-18 21:04:00,28.238,22.778,6.68,5.475,6.865,98.41,993.9,0.03,45,0
2024-11-18 21:05:00,27.378,20.816,7.17,5.533,6.866,98.417,993.9,0.03,19.183,0.333
2024-11-18 21:06:00,28.397,19.552,7.3,5.526,6.867,98.43,993.9,0.035,0.552,0.45
2024-11-18 21:07:00,28.238,21.447,7.333,5.537,6.871,98.437,993.9,0.035,341.394,0.417
2024-11-18 21:08:00,27.378,21.913,7.188,5.567,6.88,98.45,993.9,0.035,352.657,0.45
2024-11-18 21:09:00,27.664,20.616,6.712,5.57,6.883,98.457,993.9,0.035,343.665,0.35
2024-11-18 21:10:00,27.633,19.652,6.592,5.652,6.889,98.47,993.9,0.025,347.85,0.433
2024-11-18 21:11:00,29.641,20.051,7.245,5.808,6.889,98.47,993.9,0.03,44.889,0.117
2024-11-18 21:12:00,34.071,16.692,7.842,5.911,6.889,98.47,993.9,0.025,343,0.083
2024-11-18 21:13:00,38.501,12.137,7.985,5.984,6.891,98.477,993.9,0.03,28.408,0.333
2024-11-18 21:14:00,43.123,7.748,7.974,6.085,6.894,98.49,993.9,0.025,24.037,0.467
2024-11-18 21:15:00,44.047,8.745,7.813,6.16,6.895,98.49,993.9,0.025,17.947,0.383
2024-11-18 21:16:00,43.983,9.942,7.574,6.288,6.897,98.49,993.9,0.02,29.319,0.45
2024-11-18 21:17:00,43.664,9.044,7.561,6.493,6.897,98.493,993.9,0.02,35.94,0.533
2024-11-18 21:18:00,43.186,10.474,7.772,6.672,6.897,98.5,993.9,0.015,53.163,0.617
2024-11-18 21:19:00,43.792,8.878,8.01,6.774,6.897,98.503,993.867,0.015,52.1,0.733
2024-11-18 21:20:00,45.29,8.579,8.098,6.846,6.897,98.51,993.8,0.015,33.977,0.633
2024-11-18 21:21:00,43.951,7.581,7.954,6.908,6.897,98.513,993.8,0.02,23.221,0.683
2024-11-18 21:22:00,41.21,9.942,7.669,6.918,6.897,98.52,993.8,0.015,42.758,0.683
2024-11-18 21:23:00,39.999,10.774,7.489,6.941,6.895,98.523,993.8,0.02,13.387,0.35
2024-11-18 21:24:00,44.174,8.379,7.592,7.069,6.89,98.53,993.8,0.02,2.31,0.35
2024-11-18 21:25:00,43.154,12.336,7.859,7.243,6.89,98.533,993.8,0.015,6.16,0.317
2024-11-18 21:26:00,40.158,14.398,8.076,7.368,6.89,98.54,993.8,0.015,21.156,0.433
2024-11-18 21:27:00,36.174,16.892,8.307,7.489,6.89,98.547,993.8,0.02,35.222,0.483
2024-11-18 21:28:00,35.728,14.199,8.429,7.595,6.89,98.56,993.8,0.02,359.396,0.15
2024-11-18 21:29:00,36.939,10.907,8.4,7.643,6.89,98.563,993.8,0.02,353.786,0.3
2024-11-18 21:30:00,37.258,11.538,8.201,7.597,6.89,98.57,993.8,0.015,321.759,0.683
2024-11-18 21:31:00,35.473,13.8,7.997,7.484,6.892,98.58,993.8,0.02,337.064,0.567
2024-11-18 21:32:00,35.728,11.406,7.806,7.343,6.897,98.6,993.8,0.02,339.336,0.5
2024-11-18 21:33:00,35.569,11.439,7.749,7.226,6.903,98.603,993.8,0.025,6.105,0.333
2024-11-18 21:34:00,35.633,11.173,7.823,7.173,6.916,98.61,993.8,0.02,21.607,0.4
2024-11-18 21:35:00,35.282,9.743,7.936,7.182,6.921,98.62,993.8,0.02,24.829,0.4
2024-11-18 21:36:00,34.995,10.84,8.098,7.199,6.932,98.64,993.8,0.02,341.326,0.517
2024-11-18 21:37:00,33.497,12.669,8.118,7.175,6.938,98.643,993.8,0.015,9.18,0.633
2024-11-18 21:38:00,32.828,13.6,7.883,7.091,6.949,98.65,993.8,0.02,342.118,0.383
2024-11-18 21:39:00,37.194,9.344,7.581,6.949,6.955,98.66,993.8,0.025,10.164,0.35
2024-11-18 21:40:00,46.054,4.489,7.449,6.841,6.966,98.68,993.8,0.025,20.76,0.617
2024-11-18 21:41:00,48.796,4.289,7.692,6.841,6.969,98.683,993.8,0.03,22.067,0.667
2024-11-18 21:42:00,46.756,5.487,8.117,6.929,6.974,98.69,993.8,0.025,22.449,0.6
2024-11-18 21:43:00,44.716,5.985,8.362,7.062,6.974,98.693,993.767,0.025,36.075,0.15
2024-11-18 21:44:00,45.545,3.824,8.742,7.244,6.974,98.7,993.7,0.02,349,0.15
2024-11-18 21:45:00,46.182,4.456,8.985,7.385,6.974,98.707,993.7,0.025,242.175,0.183
2024-11-18 21:46:00,45.13,6.75,8.693,7.444,6.974,98.72,993.7,0.025,271.306,0.233
2024-11-18 21:47:00,44.493,7.981,8.419,7.472,6.973,98.723,993.7,0.03,285.452,0.2
2024-11-18 21:48:00,42.612,8.379,8.407,7.481,6.971,98.73,993.7,0.03,281,0
2024-11-18 21:49:00,40.413,9.244,8.233,7.461,6.971,98.733,993.7,0.03,16.209,0.2
2024-11-18 21:50:00,38.916,8.712,8.018,7.459,6.971,98.74,993.7,0.03,50.392,0.25
2024-11-18 21:51:00,40.286,7.182,7.887,7.422,6.971,98.743,993.7,0.025,7.14,0.167
2024-11-18 21:52:00,41.561,5.619,7.605,7.331,6.971,98.75,993.7,0.02,36.997,0.333
2024-11-18 21:53:00,41.593,6.65,7.405,7.306,6.971,98.753,993.7,0.015,37.376,0.433
2024-11-18 21:54:00,40.509,7.748,7.436,7.342,6.971,98.76,993.7,0.015,346.909,0.2
2024-11-18 21:55:00,40.604,6.185,7.493,7.351,6.974,98.76,993.7,0.015,345.547,0.517
2024-11-18 21:56:00,41.019,6.118,7.581,7.377,6.979,98.76,993.7,0.02,349.883,0.567
2024-11-18 21:57:00,40.828,6.65,7.745,7.442,6.981,98.763,993.7,0.015,352.749,0.467
2024-11-18 21:58:00,41.401,6.118,8.246,7.493,6.984,98.77,993.7,0.01,341.36,0.5
2024-11-18 21:59:00,41.051,8.047,8.39,7.459,6.984,98.773,993.7,0.015,346.548,0.483
2024-11-18 22:00:00,40.541,8.246,8.348,7.431,6.984,98.78,993.7,0.015,0.147,0.533
2024-11-18 22:01:00,40.541,7.216,8.81,7.471,6.985,98.777,993.7,0.015,345.506,0.683
2024-11-18 22:02:00,39.68,8.546,9.629,7.529,6.988,98.77,993.7,0.02,349.415,0.45
2024-11-18 22:03:00,38.979,7.083,9.378,7.509,6.988,98.773,993.667,0.015,339.979,0.817
2024-11-18 22:04:00,39.011,4.954,9.257,7.552,6.988,98.78,993.6,0.015,340.712,0.567
2024-11-18 22:05:00,42.963,6.185,9.497,7.68,6.991,98.787,993.6,0.015,346.932,0.7
2024-11-18 22:06:00,57.911,5.22,9.238,7.891,6.996,98.8,993.6,0.015,354.739,0.45
2024-11-18 22:07:00,57.401,2.96,8.79,8.164,7.002,98.807,993.6,0.02,22.013,0.35
2024-11-18 22:08:00,53.449,3.691,9.033,8.464,7.013,98.82,993.6,0.015,6.237,0.333
2024-11-18 22:09:00,47.393,3.026,9.435,8.674,7.019,98.827,993.6,0.015,11.343,0.35
2024-11-18 22:10:00,47.425,2.96,9.538,8.755,7.03,98.84,993.6,0.015,18.475,0.533
2024-11-18 22:11:00,48.955,2.627,9.545,8.68,7.034,98.847,993.567,0.015,10.462,0.433
2024-11-18 22:12:00,47.138,2.261,9.518,8.46,7.043,98.86,993.5,0.02,350.838,0.367
2024-11-18 22:13:00,45.258,3.924,9.287,8.253,7.049,98.867,993.5,0.025,31.5,0.133
2024-11-18 22:14:00,46.182,2.461,8.957,8.126,7.06,98.88,993.5,0.015,0.109,0.383
2024-11-18 22:15:00,45.608,2.328,8.644,8.005,7.06,98.883,993.5,0.02,22.94,0.167
2024-11-18 22:16:00,44.429,2.826,8.472,7.909,7.06,98.89,993.5,0.015,16.329,0.167
2024-11-18 22:17:00,43.855,4.057,8.482,7.848,7.06,98.893,993.5,0.02,1.78,0.417
2024-11-18 22:18:00,44.875,3.026,8.539,7.842,7.06,98.9,993.5,0.015,318.487,0.35
2024-11-18 22:19:00,44.493,3.192,8.583,7.899,7.06,98.903,993.5,0.015,344.1,0.833
2024-11-18 22:20:00,43.154,5.753,8.686,7.94,7.06,98.91,993.5,0.02,332.864,0.517
2024-11-18 22:21:00,41.146,6.85,8.753,7.931,7.06,98.91,993.5,0.025,322.71,0.9
2024-11-18 22:22:00,44.429,4.489,8.549,7.879,7.06,98.91,993.5,0.025,328.056,0.95
2024-11-18 22:23:00,45.991,6.484,8.174,7.763,7.057,98.913,993.5,0.02,335.282,0.733
2024-11-18 22:24:00,46.182,6.916,7.932,7.601,7.052,98.92,993.5,0.025,337.433,0.5
2024-11-18 22:25:00,45.162,6.517,7.741,7.473,7.046,98.92,993.5,0.025,325.226,0.333
2024-11-18 22:26:00,44.079,6.451,7.599,7.434,7.035,98.92,993.5,0.02,315.842,0.25
2024-11-18 22:27:00,43.728,6.018,7.55,7.422,7.035,98.923,993.467,0.02,252,0
2024-11-18 22:28:00,44.493,6.417,7.566,7.414,7.035,98.93,993.4,0.025,252,0
2024-11-18 22:29:00,44.525,4.855,7.588,7.426,7.033,98.937,993.4,0.02,38.718,0.267
2024-11-18 22:30:00,44.111,5.952,7.763,7.48,7.03,98.95,993.4,0.02,336.357,0.2
2024-11-18 22:31:00,43.282,4.988,7.936,7.5,7.026,98.953,993.4,0.015,345.384,0.15
2024-11-18 22:32:00,43.282,4.988,7.949,7.503,7.018,98.96,993.4,0.02,27.262,0.15
2024-11-18 22:33:00,43.122,4.788,7.916,7.514,7.016,98.967,993.4,0.015,33.588,0.25
2024-11-18 22:34:00,42.166,5.42,7.905,7.501,7.011,98.98,993.4,0.015,61.662,0.2
2024-11-18 22:35:00,42.804,5.952,7.815,7.481,7.017,98.99,993.4,0.015,91.66,0.233
2024-11-18 22:36:00,43.186,6.285,7.625,7.447,7.028,99.01,993.4,0.015,0,0.05
2024-11-18 22:37:00,44.493,5.786,7.505,7.408,7.027,99.013,993.4,0.02,28,0.05
2024-11-18 22:38:00,42.612,6.816,7.488,7.394,7.025,99.02,993.4,0.02,297.753,0.15
2024-11-18 22:39:00,42.453,9.078,7.46,7.38,7.027,99.027,993.4,0.02,327.425,0.683
2024-11-18 22:40:00,44.365,8.479,7.364,7.31,7.03,99.04,993.4,0.01,301.573,0.633
2024-11-18 22:41:00,45.162,8.412,7.262,7.212,7.028,99.043,993.367,0.015,314.174,0.567
2024-11-18 22:42:00,47.361,6.949,7.207,7.142,7.023,99.05,993.3,0.01,335.447,0.5
2024-11-18 22:43:00,47.138,7.515,7.158,7.076,7.017,99.05,993.3,0.01,348.753,0.4
2024-11-18 22:44:00,46.628,6.551,7.091,7.003,7.005,99.05,993.3,0.015,327.784,0.567
2024-11-18 22:45:00,44.716,7.082,7.05,6.96,6.994,99.05,993.3,0.01,321.445,0.433
2024-11-18 22:46:00,42.326,11.838,7.066,6.97,6.971,99.05,993.3,0.01,324.296,0.5
2024-11-18 22:47:00,41.847,10.873,7.211,6.989,6.961,99.05,993.3,0.01,351.009,0.4
2024-11-18 22:48:00,41.529,8.579,7.375,6.999,6.941,99.05,993.3,0.015,338.3,0.167
2024-11-18 22:49:00,42.007,10.308,7.454,7.002,6.933,99.05,993.267,0.015,350.122,0.267
2024-11-18 22:50:00,41.975,9.044,7.473,6.988,6.916,99.05,993.2,0.015,354.032,0.5
2024-11-18 22:51:00,43.823,8.313,7.517,6.981,6.914,99.057,993.2,0.015,354.599,0.417
2024-11-18 22:52:00,43.059,8.745,7.586,6.974,6.911,99.07,993.2,0.01,357.832,0.267
2024-11-18 22:53:00,41.114,11.439,7.854,6.963,6.915,99.077,993.167,0.015,26,0.067
2024-11-18 22:54:00,39.776,12.436,8.459,6.987,6.924,99.09,993.1,0.015,351.306,0.483
2024-11-18 22:55:00,39.138,11.605,9.097,7.018,6.927,99.093,993.1,0.015,338.953,0.383
2024-11-18 22:56:00,38.66,11.239,9.37,7.014,6.932,99.1,993.1,0.015,14.004,0.233
2024-11-18 22:57:00,38.628,10.341,9.482,7.002,6.938,99.103,993.1,0.015,6.792,0.3
2024-11-18 22:58:00,38.883,9.045,9.58,6.989,6.949,99.11,993.1,0.015,12.021,0.417
2024-11-18 22:59:00,38.597,10.774,9.298,6.956,6.947,99.113,993.1,0.015,17.921,0.2
2024-11-18 23:00:00,37.959,10.741,8.961,6.932,6.942,99.12,993.1,0.02,342.324,0.283
2024-11-18 23:01:00,37.226,11.472,8.833,6.93,6.938,99.117,993.067,0.015,330.327,0.4
2024-11-18 23:02:00,35.537,11.173,8.785,6.937,6.931,99.11,993,0.015,338.503,0.383
2024-11-18 23:03:00,35.951,9.975,8.452,6.938,6.926,99.11,993,0.015,358.305,0.483
2024-11-18 23:04:00,36.111,10.108,8.119,6.949,6.917,99.11,993,0.015,26.926,0.5
2024-11-18 23:05:00,36.652,11.073,8.092,7,6.914,99.113,993,0.015,12.397,0.6
2024-11-18 23:06:00,36.493,9.876,8.023,7.016,6.909,99.12,993,0.015,359.645,0.433
2024-11-18 23:07:00,36.015,9.842,7.951,7.01,6.903,99.12,992.967,0.02,340.301,0.233
2024-11-18 23:08:00,35.091,10.574,8.093,7.04,6.892,99.12,992.9,0.015,333.031,0.517
2024-11-18 23:09:00,36.238,11.605,8.227,7.086,6.891,99.123,992.9,0.015,16.31,0.35
2024-11-18 23:10:00,36.206,9.709,8.079,7.081,6.89,99.13,992.9,0.01,354.884,0.45
2024-11-18 23:11:00,35.728,9.377,7.941,7.07,6.89,99.137,992.867,0.015,342.388,0.583
2024-11-18 23:12:00,35.409,10.84,7.925,7.092,6.89,99.15,992.8,0.01,349.657,0.433
2024-11-18 23:13:00,36.015,12.503,7.95,7.105,6.89,99.157,992.8,0.01,348.976,0.367
2024-11-18 23:14:00,37.098,12.27,7.959,7.1,6.89,99.17,992.8,0.015,359.135,0.5
2024-11-18 23:15:00,37.513,10.707,7.977,7.099,6.893,99.177,992.8,0.01,358.261,0.517
